1403638523777829376 0.01537 -0.03673 0.16358 -0.03524 0.83081 0.02679 0.55479
1403638523877829632 0.00968 -0.04293 0.11997 -0.03212 0.83139 0.02981 0.55396
1403638523977829376 0.00263 -0.04756 0.08797 -0.02298 0.83139 0.03598 0.55404
1403638524077829632 -0.00200 -0.04794 0.07926 -0.01604 0.83446 0.04453 0.54903
1403638524177829632 -0.00416 -0.04723 0.09627 -0.01677 0.83894 0.04961 0.54170
1403638524277829376 -0.00284 -0.04718 0.13725 -0.02321 0.83980 0.05086 0.54001
1403638524377829632 0.00175 -0.04649 0.19193 -0.03266 0.83698 0.04932 0.54402
1403638524477829376 0.00822 -0.04570 0.25192 -0.03975 0.83032 0.04761 0.55382
1403638524577829632 0.01605 -0.04395 0.31178 -0.04301 0.82142 0.04629 0.56681
1403638524677829632 0.02442 -0.04110 0.36522 -0.03906 0.81490 0.04084 0.57684
1403638524777829376 0.03038 -0.03658 0.40586 -0.02619 0.81101 0.03566 0.58335
1403638525077829632 0.03985 -0.02883 0.42868 -0.02783 0.80527 0.03949 0.59094
1403638525377829632 0.03842 -0.02764 0.29534 -0.02811 0.81535 0.05398 0.57576
1403638525477829376 0.03681 -0.02902 0.24390 -0.03712 0.82758 0.05620 0.55729
1403638525577829632 0.03440 -0.02967 0.19713 -0.04351 0.83659 0.05585 0.54323
1403638525677829632 0.02908 -0.03087 0.15694 -0.04457 0.83939 0.05290 0.53912
1403638525777829376 0.02732 -0.03230 0.12592 -0.04212 0.83777 0.04726 0.54234
1403638525877829632 0.02651 -0.03342 0.10568 -0.03547 0.83412 0.04311 0.54875
1403638525977829376 0.02312 -0.04155 0.09607 -0.02729 0.83270 0.04209 0.55145
1403638526077829632 0.02011 -0.06104 0.09517 -0.02301 0.83428 0.04008 0.54940
1403638526177829632 0.01687 -0.09075 0.10265 -0.02136 0.83665 0.03115 0.54644
1403638526277829376 0.01240 -0.12710 0.11613 -0.01810 0.83575 0.02225 0.54836
1403638526377829632 0.00585 -0.16829 0.13070 -0.01579 0.83165 0.01360 0.55490
1403638526477829376 -0.00281 -0.21429 0.14339 -0.01454 0.82658 0.00253 0.56263
1403638526577829632 -0.01280 -0.26702 0.15279 -0.01339 0.82131 -0.00844 0.57027
1403638526677829632 -0.02430 -0.32719 0.15968 -0.00918 0.81618 -0.01676 0.57748
1403638526777829376 -0.03832 -0.39192 0.16494 -0.00085 0.81309 -0.02222 0.58171
1403638526877829632 -0.05409 -0.45730 0.16850 0.00710 0.81234 -0.02545 0.58259
1403638526977829376 -0.07005 -0.51963 0.17102 0.01143 0.81544 -0.03183 0.57786
1403638527077829632 -0.08364 -0.57761 0.17409 0.01929 0.82000 -0.04499 0.57027
1403638527177829632 -0.09437 -0.63022 0.17896 0.02706 0.82182 -0.06015 0.56591
1403638527277829376 -0.10063 -0.67098 0.18483 0.03865 0.81892 -0.07396 0.56781
1403638527377829632 -0.10151 -0.69512 0.19005 0.05414 0.81380 -0.08274 0.57268
1403638527477829376 -0.09642 -0.69365 0.19335 0.06480 0.81018 -0.08733 0.57600
1403638527777829376 -0.05449 -0.58751 0.19080 0.06055 0.81160 -0.07752 0.57588
1403638527877829632 -0.03326 -0.53035 0.19097 0.04642 0.81490 -0.07250 0.57318
1403638527977829376 -0.01430 -0.47227 0.19336 0.03599 0.81587 -0.06736 0.57317
1403638528077829632 0.00484 -0.41422 0.19465 0.02889 0.81473 -0.05974 0.57603
1403638528177829632 0.02152 -0.35723 0.19295 0.01910 0.81513 -0.05080 0.57673
1403638528277829376 0.04483 -0.30656 0.18818 0.00661 0.81659 -0.04017 0.57579
1403638528377829632 0.07536 -0.26759 0.18245 -0.00056 0.81625 -0.03206 0.57681
1403638528777829376 0.21305 -0.19159 0.17439 0.00695 0.81819 -0.04638 0.57303
1403638529177829632 0.18406 -0.14914 0.21891 0.01527 0.81906 -0.05545 0.57082
1403638529377829632 0.11313 -0.10662 0.20757 0.03147 0.82628 -0.04531 0.56054
1403638529477829376 0.07913 -0.08973 0.18670 0.03023 0.83635 -0.04292 0.54568
1403638529577829632 0.04915 -0.08623 0.16086 0.02757 0.84646 -0.03976 0.53024
1403638529677829632 0.02801 -0.07745 0.13654 0.02903 0.85030 -0.03684 0.52421
1403638529777829376 0.01507 -0.06730 0.11391 0.02862 0.84670 -0.03629 0.53005
1403638529877829632 0.00911 -0.05848 0.09311 0.02751 0.84029 -0.03750 0.54013
1403638529977829376 0.00991 -0.05352 0.07823 0.02729 0.83769 -0.03777 0.54416
1403638530177829632 0.03170 -0.05245 0.05688 0.02923 0.84074 -0.04289 0.53895
1403638530277829376 0.04678 -0.05429 0.04666 0.03159 0.84025 -0.04905 0.53905
1403638530377829632 0.06007 -0.05783 0.03686 0.03433 0.83953 -0.05437 0.53950
1403638530477829376 0.07191 -0.06173 0.02951 0.03491 0.83922 -0.05842 0.53952
1403638530577829632 0.07971 -0.06604 0.02390 0.03433 0.83914 -0.06182 0.53930
1403638530677829632 0.08412 -0.06947 0.01857 0.03569 0.84208 -0.06416 0.53434
1403638530777829376 0.08727 -0.07177 0.01262 0.03590 0.84545 -0.06578 0.52878
1403638530977829376 0.09097 -0.07356 0.00483 0.03319 0.84388 -0.06549 0.53148
1403638531177829632 0.09152 -0.07160 0.00359 0.03509 0.83828 -0.06231 0.54053
1403638538877829632 0.13756 -0.10773 -0.02146 0.04090 0.83287 -0.06238 0.54842
1403638538977829376 0.14173 -0.10777 -0.01916 0.04161 0.82808 -0.06161 0.55566
1403638539077829632 0.14679 -0.10807 -0.01582 0.04318 0.82244 -0.06309 0.56368
1403638539177829632 0.15458 -0.10806 -0.00777 0.04258 0.81715 -0.06355 0.57132
1403638539277829376 0.16334 -0.10800 0.00806 0.04242 0.81347 -0.06277 0.57665
1403638539877829632 0.21862 -0.10914 0.15038 0.03956 0.82184 -0.05738 0.56545
1403638540077829632 0.25208 -0.11064 0.16555 0.03759 0.83237 -0.05712 0.54999
1403638540377829632 0.34773 -0.11511 0.19196 0.03876 0.82611 -0.05357 0.55962
1403638540477829376 0.39070 -0.11642 0.19892 0.03564 0.82387 -0.04759 0.56365
